Date,site_no,Mean Flow,Coeff Var,TQmean,R-B Index,Station
1969-10-01,3335000,1298.0,139.26300842487078,0.25806451612903225,0.32347532183508126,Wildcat
1969-11-01,3335000,1675.8333333333333,88.04690927532039,0.3,0.22544007956240678,Wildcat
1969-12-01,3335000,552.1935483870968,32.11664983442299,0.4838709677419355,0.07465825446898001,Wildcat
1970-01-01,3335000,428.7741935483871,115.90401647447395,0.12903225806451613,0.2190791453505868,Wildcat
1970-02-01,3335000,588.6071428571429,43.67353386882017,0.32142857142857145,0.10751774770948365,Wildcat
1970-03-01,3335000,886.6774193548387,72.60561231882113,0.3548387096774194,0.23873103648997707,Wildcat
1970-04-01,3335000,2097.633333333333,88.90652218825299,0.4,0.31751656628899233,Wildcat
1970-05-01,3335000,1481.1290322580646,66.32438982484793,0.3225806451612903,0.26113470543395406,Wildcat
1970-06-01,3335000,353.3,32.28252943093299,0.43333333333333335,0.0525521275592037,Wildcat
1970-07-01,3335000,511.48387096774195,132.4525706525798,0.1935483870967742,0.3705852674066599,Wildcat
1970-08-01,3335000,489.0967741935484,97.90794170035441,0.3225806451612903,0.29600316580926,Wildcat
1970-09-01,3335000,243.56666666666666,71.55019101025252,0.23333333333333334,0.1665526207745997,Wildcat
1970-10-01,3335000,450.2258064516129,47.26058267569173,0.3548387096774194,0.1652934011607079,Wildcat
1970-11-01,3335000,603.4333333333333,37.87938054865819,0.3,0.1671546152571397,Wildcat
1970-12-01,3335000,439.5483870967742,16.776106852304345,0.41935483870967744,0.06649053280493175,Wildcat
1971-01-01,3335000,298.7096774193548,46.1978302522712,0.41935483870967744,0.11771058315334773,Wildcat
1971-02-01,3335000,1812.142857142857,96.47234883536653,0.4642857142857143,0.34942845880961765,Wildcat
1971-03-01,3335000,1169.0645161290322,56.984785674963426,0.3870967741935484,0.19762147843602548,Wildcat
1971-04-01,3335000,309.6333333333333,24.568080492283766,0.3,0.04413822801162665,Wildcat
1971-05-01,3335000,745.9677419354839,110.52909444473356,0.25806451612903225,0.38845405405405403,Wildcat
1971-06-01,3335000,721.4333333333333,123.99406859008235,0.2,0.5470128910040197,Wildcat
1971-07-01,3335000,263.93548387096774,59.521702531545806,0.22580645161290322,0.2219506233194818,Wildcat
1971-08-01,3335000,176.5483870967742,52.390320605570714,0.1935483870967742,0.21231500091357575,Wildcat
1971-09-01,3335000,339.56666666666666,114.91498957519059,0.23333333333333334,0.5069205850593894,Wildcat
1971-10-01,3335000,185.61290322580646,27.93113434109275,0.3548387096774194,0.08359402155022592,Wildcat
1971-11-01,3335000,137.76666666666668,9.762134265501082,0.43333333333333335,0.04500362932494556,Wildcat
1971-12-01,3335000,1460.6129032258063,92.80396159869642,0.3870967741935484,0.29457364341085274,Wildcat
1972-01-01,3335000,728.4516129032259,37.84257853183716,0.3870967741935484,0.1115933044017359,Wildcat
1972-02-01,3335000,298.2758620689655,19.208489707889274,0.3793103448275862,0.07560693641618497,Wildcat
1972-03-01,3335000,386.258064516129,38.960905143265684,0.3225806451612903,0.14264239184900618,Wildcat
1972-04-01,3335000,2838.9,90.22714236914786,0.3,0.28965444362252984,Wildcat
1972-05-01,3335000,644.2903225806451,35.90655932173095,0.5161290322580645,0.10609322585490412,Wildcat
1972-06-01,3335000,616.9333333333333,85.23249698369582,0.3,0.30597579425113464,Wildcat
1972-07-01,3335000,428.4193548387097,56.33916240563348,0.3548387096774194,0.2813041186657631,Wildcat
1972-08-01,3335000,159.83870967741936,21.046434636724207,0.4838709677419355,0.11644803229061554,Wildcat
1972-09-01,3335000,749.9333333333333,161.07511517416268,0.2,0.29047026402346876,Wildcat
1972-10-01,3335000,1082.032258064516,62.343513635503086,0.3225806451612903,0.21196672927287363,Wildcat
1972-11-01,3335000,2244.733333333333,63.27291100287859,0.3333333333333333,0.24270143446883075,Wildcat
1972-12-01,3335000,1646.8064516129032,73.8446534831944,0.25806451612903225,0.29874047521106345,Wildcat
1973-01-01,3335000,1380.6129032258063,70.77291902923952,0.3225806451612903,0.2146779130353513,Wildcat
1973-02-01,3335000,1014.7142857142857,76.39521017902231,0.32142857142857145,0.1808390820779952,Wildcat
1973-03-01,3335000,2752.6129032258063,55.023962182157945,0.4838709677419355,0.21431836026766357,Wildcat
1973-04-01,3335000,1390.6666666666667,51.57527983537777,0.36666666666666664,0.174856184084372,Wildcat
1973-05-01,3335000,503.48387096774195,22.334487751077184,0.45161290322580644,0.08136852895950794,Wildcat
1973-06-01,3335000,1127.3333333333333,74.17998226950766,0.3,0.3295091661738616,Wildcat
1973-07-01,3335000,350.3225806451613,60.61401801105413,0.3225806451612903,0.22375690607734808,Wildcat
1973-08-01,3335000,782.0967741935484,140.99463727201058,0.22580645161290322,0.3357805733140854,Wildcat
1973-09-01,3335000,168.4,15.926037646012983,0.36666666666666664,0.06096595407759303,Wildcat
1973-10-01,3335000,217.03225806451613,34.75239424781857,0.3225806451612903,0.12024375743162902,Wildcat
1973-11-01,3335000,1048.3666666666666,158.74721751730632,0.2,0.19627356840799975,Wildcat
1973-12-01,3335000,2084.1612903225805,116.54340430970633,0.25806451612903225,0.27562723459579935,Wildcat
1974-01-01,3335000,3711.2903225806454,96.31979435422517,0.41935483870967744,0.22746631899174272,Wildcat
1974-02-01,3335000,1452.9642857142858,48.25991042221599,0.32142857142857145,0.2004768576555318,Wildcat
1974-03-01,3335000,1800.5806451612902,85.61354573466606,0.2903225806451613,0.2326847970188828,Wildcat
1974-04-01,3335000,1973.2,81.96742583147923,0.36666666666666664,0.16107507264004325,Wildcat
1974-05-01,3335000,2035.032258064516,75.45585270392931,0.3870967741935484,0.21570554481184415,Wildcat
1974-06-01,3335000,1295.8,81.03158695410409,0.3,0.4124607706950661,Wildcat
1974-07-01,3335000,304.4193548387097,38.95160116257536,0.3870967741935484,0.052876973614496135,Wildcat
1974-08-01,3335000,201.51612903225808,70.44437153690491,0.22580645161290322,0.2674883944293261,Wildcat
1974-09-01,3335000,166.56666666666666,20.487417813446896,0.4,0.07884730838503101,Wildcat
1974-10-01,3335000,148.83870967741936,20.08057923087428,0.3548387096774194,0.09189423493714781,Wildcat
1974-11-01,3335000,179.2,14.624222192516816,0.5,0.07105654761904762,Wildcat
1974-12-01,3335000,533.483870967742,64.86859079656845,0.3870967741935484,0.24573709033740476,Wildcat
1975-01-01,3335000,1320.4516129032259,94.36175226853443,0.2903225806451613,0.35261640689891044,Wildcat
1975-02-01,3335000,1785.642857142857,101.6772728084901,0.25,0.26761070442817714,Wildcat
1975-03-01,3335000,908.7741935483871,38.10560166247125,0.3225806451612903,0.13509867953996876,Wildcat
1975-04-01,3335000,909.4,62.53033756443003,0.4,0.20724287075727585,Wildcat
1975-05-01,3335000,1296.1290322580646,103.71993544619522,0.2903225806451613,0.2944748631159781,Wildcat
1975-06-01,3335000,1022.8,59.184724560086224,0.3,0.27450788684656496,Wildcat
1975-07-01,3335000,343.96774193548384,81.82525465152798,0.25806451612903225,0.26427834568132796,Wildcat
1975-08-01,3335000,626.6451612903226,154.73439292739025,0.16129032258064516,0.5759806444970658,Wildcat
1975-09-01,3335000,373.1333333333333,71.93637089297023,0.26666666666666666,0.165267107378953,Wildcat
1975-10-01,3335000,199.51612903225808,17.97151662786709,0.3225806451612903,0.09765561843168957,Wildcat
1975-11-01,3335000,194.93333333333334,38.320942227354024,0.2,0.11456908344733242,Wildcat
1975-12-01,3335000,904.8709677419355,93.58805051227958,0.25806451612903225,0.31827742326476777,Wildcat
1976-01-01,3335000,562.2903225806451,49.09525497141398,0.3870967741935484,0.19293213240777923,Wildcat
1976-02-01,3335000,3226.896551724138,90.6173707563934,0.4482758620689655,0.31972643727292155,Wildcat
1976-03-01,3335000,1481.1290322580646,89.78057004417074,0.22580645161290322,0.22933681803332245,Wildcat
1976-04-01,3335000,391.96666666666664,20.247655418187225,0.4,0.03818351900671826,Wildcat
1976-05-01,3335000,230.83870967741936,18.495311087599926,0.6129032258064516,0.049189491335941866,Wildcat
1976-06-01,3335000,803.5,125.49714410435766,0.23333333333333334,0.4014934660858743,Wildcat
1976-07-01,3335000,632.9354838709677,90.03318344912837,0.3225806451612903,0.3027368635645482,Wildcat
1976-08-01,3335000,163.48387096774192,24.115483086709013,0.3870967741935484,0.09273875295974743,Wildcat
1976-09-01,3335000,115.8,9.285306961201103,0.5,0.0535405872193437,Wildcat
1976-10-01,3335000,122.96774193548387,24.605813114705274,0.3870967741935484,0.11437565582371459,Wildcat
1976-11-01,3335000,113.36666666666666,6.200599313312003,0.5,0.02999117906498089,Wildcat
1976-12-01,3335000,94.80645161290323,22.438861075416767,0.6451612903225806,0.06736985369173189,Wildcat
1977-01-01,3335000,61.645161290322584,3.177400469319421,0.41935483870967744,0.014652014652014652,Wildcat
1977-02-01,3335000,241.10714285714286,74.45387476396445,0.35714285714285715,0.24618575025922085,Wildcat
1977-03-01,3335000,944.9677419354839,65.40310733653794,0.3870967741935484,0.3121799685942514,Wildcat
1977-04-01,3335000,662.7666666666667,61.8268413638973,0.3333333333333333,0.162249157571795,Wildcat
1977-05-01,3335000,409.64516129032256,72.07887510644522,0.3548387096774194,0.14764942121426883,Wildcat
1977-06-01,3335000,129.96666666666667,23.326082035170202,0.4666666666666667,0.08335470633495769,Wildcat
1977-07-01,3335000,84.41935483870968,26.151344794773053,0.41935483870967744,0.09323653037829575,Wildcat
1977-08-01,3335000,514.3225806451613,94.05627277695706,0.2903225806451613,0.41150275965880584,Wildcat
1977-09-01,3335000,461.06666666666666,108.41184276623355,0.23333333333333334,0.2445777906304222,Wildcat
1977-10-01,3335000,1182.0967741935483,121.20219756906738,0.2903225806451613,0.24502660663119116,Wildcat
1977-11-01,3335000,342.3333333333333,11.454951986758749,0.4666666666666667,0.05248296007789679,Wildcat
1977-12-01,3335000,2190.483870967742,88.46890784082595,0.3225806451612903,0.2050364479787939,Wildcat
1978-01-01,3335000,388.80645161290323,29.14349478726844,0.5161290322580645,0.06064880112834979,Wildcat
1978-02-01,3335000,224.46428571428572,6.6228906799155896,0.5714285714285714,0.023070803500397773,Wildcat
1978-03-01,3335000,3471.8709677419356,97.0114853172582,0.4838709677419355,0.2131880179878842,Wildcat
1978-04-01,3335000,1878.9333333333334,57.2308519587711,0.36666666666666664,0.2565285268237298,Wildcat
1978-05-01,3335000,1096.3548387096773,56.23902288763517,0.3870967741935484,0.19310324535851944,Wildcat
1978-06-01,3335000,985.1333333333333,194.30469447369148,0.2,0.6510117073830953,Wildcat
1978-07-01,3335000,916.1935483870968,120.80064751468491,0.2903225806451613,0.34303922258995845,Wildcat
1978-08-01,3335000,228.5483870967742,72.22701959628348,0.1935483870967742,0.23514467184191956,Wildcat
1978-09-01,3335000,130.06666666666666,29.440226801160698,0.3,0.057662737057919015,Wildcat
1978-10-01,3335000,108.70967741935483,9.907975877145152,0.45161290322580644,0.0486646884272997,Wildcat
1978-11-01,3335000,173.96666666666667,49.44063072384953,0.43333333333333335,0.20731940984863,Wildcat
1978-12-01,3335000,300.64516129032256,49.79308127434787,0.3225806451612903,0.18261802575107297,Wildcat
1979-01-01,3335000,463.4193548387097,103.74106933577312,0.22580645161290322,0.18585549213420577,Wildcat
1979-02-01,3335000,874.2857142857143,185.0249531066102,0.21428571428571427,0.5473856209150327,Wildcat
1979-03-01,3335000,1952.6774193548388,76.07435273773281,0.2903225806451613,0.2777658467282309,Wildcat
1979-04-01,3335000,1612.4666666666667,74.19908439978691,0.3333333333333333,0.2534212593541985,Wildcat
1979-05-01,3335000,457.5806451612903,28.23355272630803,0.4838709677419355,0.0836799436023969,Wildcat
1979-06-01,3335000,245.16666666666666,23.664185176351545,0.5,0.104418762746431,Wildcat
